num1,num2,num3,num4,num5,Sum
10,53,83,82,82,310
83,26,30,59,89,287
55,27,73,73,63,291
14,93,37,92,37,273
68,75,75,67,58,343
86,35,1,48,8,178
68,31,17,76,38,230
96,13,54,17,25,205
41,3,33,96,37,210
46,33,28,33,47,187
38,24,24,20,15,121
6,55,8,27,2,98
1,46,48,97,29,221
74,9,15,54,35,187
55,62,19,80,3,219
23,36,55,18,80,212
71,78,42,71,12,274
25,80,39,52,60,256
97,77,74,65,89,402
76,49,8,2,91,226
24,90,85,85,9,293
38,79,84,42,81,324
62,24,8,27,93,214
86,95,47,13,31,272
1,74,86,61,10,232
46,24,56,76,60,262
38,29,27,100,50,244
91,75,93,52,1,312
89,53,17,73,5,237
91,74,24,42,11,242
55,78,14,59,69,275
13,65,52,51,88,269
2,66,98,75,27,268
23,93,93,62,28,299
41,26,80,51,3,201
84,64,6,91,58,303
80,35,75,29,75,294
58,97,30,54,12,251
14,59,10,31,54,168
92,62,18,88,59,319
85,18,55,40,3,201
11,28,81,14,6,140
44,7,60,94,10,215
53,46,54,43,92,288
69,59,12,36,37,213
57,19,57,71,98,302
74,33,88,61,80,336
49,66,56,51,25,247
94,67,89,21,24,295
30,60,48,82,46,266
32,32,34,3,46,147
18,44,25,20,14,121
2,91,85,65,28,271
85,28,39,74,62,288
44,5,55,49,23,176
98,83,94,53,52,380
55,40,64,76,53,288
26,55,65,48,88,282
48,38,10,88,39,223
52,5,60,37,41,195
81,91,91,96,79,438
16,3,17,42,19,97
16,82,8,90,58,254
68,36,63,56,61,284
99,38,20,47,8,212
47,84,36,54,81,302
61,81,19,13,71,245
81,31,8,45,83,248
24,44,55,55,26,204
26,26,70,34,26,182
100,91,76,6,3,276
75,8,48,57,43,231
54,67,40,93,85,339
98,22,45,99,92,356
46,35,32,49,95,257
62,3,52,15,65,197
5,38,47,93,73,256
19,5,19,78,91,212
65,94,45,27,28,259
16,81,77,75,84,333
38,68,60,77,80,323
50,38,34,62,2,186
28,26,57,35,5,151
30,16,79,97,81,303
35,34,18,38,65,190
83,88,71,74,82,398
9,26,20,62,41,158
45,14,88,66,95,308
100,14,35,63,56,268
51,23,10,90,78,252
27,18,98,8,87,238
54,89,23,14,45,225
28,20,39,64,96,247
17,90,46,62,56,271
51,54,87,99,10,301
79,41,65,20,70,275
18,68,99,91,41,317
82,37,8,27,100,254
8,86,61,77,2,234
61,51,60,71,36,279
90,13,46,68,43,260
72,98,85,16,41,312
80,95,94,15,78,362
82,35,69,35,68,289
8,45,59,24,28,164
36,88,92,76,4,296
30,37,51,52,31,201
87,84,30,45,28,274
45,49,57,22,2,175
87,50,29,42,27,235
37,34,69,46,36,222
89,38,52,75,49,303
75,26,72,28,67,268
48,36,44,50,56,234
78,41,73,57,20,269
58,66,85,35,56,300
57,13,56,42,50,218
84,77,5,48,96,310
75,7,13,75,42,212
45,87,45,34,15,226
93,27,39,80,90,329
1,39,30,48,95,213
34,24,29,3,100,190
97,50,40,93,67,347
25,51,61,88,59,284
86,98,50,8,75,317
71,92,6,92,42,303
29,81,49,91,57,307
73,87,67,11,72,310
52,82,98,52,59,343
49,91,60,7,53,260
71,63,75,31,60,300
10,71,81,85,93,340
71,71,28,78,12,260
56,60,84,34,26,260
90,48,72,37,90,337
57,49,97,18,98,319
68,58,33,5,52,216
28,39,23,27,59,176
53,92,81,20,95,341
7,21,47,99,29,203
99,65,31,72,85,352
18,34,30,89,8,179
7,64,100,67,70,308
73,77,36,67,45,298
72,86,93,28,96,375
49,19,71,11,89,239
60,63,52,83,26,284
25,36,51,61,97,270
40,38,26,54,77,235
24,47,43,81,99,294
71,78,45,86,86,366
51,87,7,93,12,250
67,32,6,93,95,293
58,89,83,71,33,334
43,19,92,4,87,245
75,92,32,21,25,245
43,55,53,33,59,243
11,50,60,45,29,195
94,65,61,85,25,330
47,71,28,77,89,312
53,60,98,90,31,332
85,9,33,48,66,241
28,19,12,65,50,174
87,21,57,82,25,272
55,93,94,85,69,396
4,33,14,67,43,161
55,27,87,23,15,207
98,61,79,47,26,311
93,48,73,24,24,262
14,76,19,58,31,198
84,45,63,48,21,261
83,91,1,6,45,226
66,34,91,99,67,357
93,53,96,69,48,359
57,61,52,24,24,218
51,45,75,82,19,272
91,62,92,43,100,388
70,10,22,47,47,196
16,98,89,63,54,320
54,89,41,90,91,365
75,97,66,64,34,336
4,56,99,57,30,246
32,12,8,85,66,203
62,31,23,39,3,158
52,79,66,22,6,225
1,70,66,58,54,249
56,74,50,37,58,275
6,51,49,56,83,245
44,88,83,83,7,305
70,87,3,44,13,217
33,2,86,56,29,206
70,82,20,37,12,221
89,26,22,76,4,217
59,67,97,90,70,383
73,58,52,62,25,270
33,48,30,92,33,236
48,53,33,12,7,153
6,85,8,19,37,155
18,59,96,9,35,217
59,73,21,63,5,221
79,20,64,53,75,291
65,89,75,85,55,369
94,75,97,56,31,353
64,97,97,15,82,355
86,77,46,43,35,287
29,18,9,61,6,123
42,33,10,8,2,95
13,55,7,51,79,205
97,98,92,21,37,345
67,19,66,31,81,264
94,78,30,50,12,264
59,21,4,54,14,152
11,89,75,58,90,323
62,4,92,79,65,302
25,100,53,71,77,326
50,66,27,24,77,244
2,63,96,13,85,259
84,70,23,73,94,344
45,62,43,53,2,205
16,53,20,77,36,202
98,5,28,81,99,311
6,52,69,97,59,283
68,49,13,48,87,265
47,18,74,30,61,230
93,64,83,88,68,396
70,18,74,19,27,208
80,10,100,58,56,304
60,13,31,63,88,255
97,73,18,54,71,313
41,52,11,43,6,153
23,42,19,79,30,193
50,48,55,71,14,238
45,58,12,44,14,173
89,13,24,60,80,266
40,74,15,31,18,178
94,96,18,48,95,351
51,85,89,66,21,312
86,14,92,97,16,305
37,1,93,98,47,276
10,62,21,24,65,182
39,39,17,92,12,199
91,29,52,94,20,286
91,30,28,44,61,254
7,85,11,20,74,197
47,38,50,17,30,182
33,45,81,18,5,182
84,72,83,85,100,424
1,100,73,90,42,306
16,19,54,20,22,131
10,71,90,3,1,175
8,20,76,87,29,220
23,60,28,94,100,305
1,82,91,87,96,357
45,58,69,48,59,279
6,9,98,14,68,195
6,85,74,2,21,188
29,8,23,63,29,152
5,39,91,58,26,219
74,95,81,98,70,418
45,26,10,34,20,135
29,3,22,17,27,98
7,59,64,3,89,222
75,77,4,86,7,249
81,60,31,72,80,324
45,34,1,70,87,237
54,47,63,54,65,283
85,42,14,1,53,195
96,14,15,70,64,259
62,8,86,35,30,221
83,41,18,7,73,222
90,67,12,50,97,316
40,30,6,37,41,154
21,21,2,45,100,189
26,70,46,39,56,237
80,77,45,8,65,275
42,19,77,42,4,184
16,49,47,17,13,142
12,15,100,3,91,221
58,83,76,9,7,233
33,16,43,73,26,191
55,12,70,66,21,224
100,34,39,80,90,343
30,47,89,38,12,216
1,78,68,85,65,297
97,19,67,69,98,350
28,42,42,86,23,221
58,14,53,15,23,163
70,27,35,60,4,196
57,56,52,52,58,275
23,5,95,88,81,292
25,19,45,77,12,178
14,44,45,53,77,233
3,58,61,69,36,227
28,56,76,50,89,299
2,100,32,95,57,286
42,99,16,37,87,281
57,83,1,18,17,176
81,58,44,12,50,245
18,100,52,46,62,278
51,30,100,10,93,284
14,89,96,5,92,296
33,70,4,4,27,138
51,29,17,67,11,175
22,77,32,97,51,279
26,74,31,24,17,172
35,23,4,88,31,181
76,55,74,10,7,222
64,11,2,42,93,212
93,85,78,48,5,309
72,88,98,64,84,406
58,81,27,26,59,251
29,48,91,16,2,186
37,97,58,51,39,282
12,68,3,42,84,209
13,28,44,11,11,107
56,82,92,54,55,339
34,59,39,59,38,229
78,60,44,92,75,349
21,7,28,78,88,222
49,35,17,61,68,230
8,21,44,70,60,203
56,16,21,29,55,177
47,38,66,71,42,264
16,86,90,73,21,286
72,94,83,58,50,357
64,73,12,88,100,337
73,40,76,29,80,298
40,46,19,6,56,167
69,17,7,69,66,228
86,68,98,48,42,342
35,4,23,14,67,143
100,22,67,54,59,302
56,82,49,31,86,304
84,96,84,28,56,348
44,44,67,2,63,220
46,8,60,35,31,180
44,24,40,19,26,153
42,36,45,68,72,263
74,48,41,73,42,278
83,37,88,60,49,317
15,28,79,3,84,209
38,46,26,3,90,203
33,59,1,91,99,283
14,92,9,38,79,232
56,14,7,21,31,129
35,16,74,9,71,205
45,99,36,37,76,293
10,12,97,61,65,245
59,79,81,39,44,302
47,45,5,99,1,197
31,75,64,74,70,314
70,11,95,68,24,268
72,45,84,48,45,294
98,45,23,12,62,240
63,6,34,93,34,230
27,9,72,80,51,239
31,9,87,40,29,196
56,65,25,2,76,224
60,77,12,61,24,234
79,58,99,31,54,321
33,36,15,36,2,122
83,66,93,38,55,335
26,73,23,53,26,201
1,44,27,12,50,134
62,77,4,85,60,288
44,73,18,68,91,294
94,42,26,43,91,296
64,43,9,38,62,216
42,53,95,4,15,209
52,98,95,40,4,289
99,57,79,86,97,418
60,57,38,51,7,213
83,7,65,62,55,272
78,47,61,73,70,329
87,57,34,8,19,205
86,21,28,65,38,238
75,84,92,63,49,363
79,65,46,96,96,382
47,13,96,52,6,214
16,45,48,74,70,253
17,62,37,93,9,218
43,93,73,84,14,307
97,82,45,58,11,293
72,98,5,54,28,257
37,27,59,6,3,132
41,95,45,16,78,275
29,76,91,84,58,338
78,87,9,7,47,228
72,8,21,49,91,241
28,3,63,10,28,132
85,89,99,75,2,350
67,12,18,54,33,184
20,79,55,98,80,332
56,95,7,30,90,278
47,55,71,37,53,263
86,55,75,86,28,330
2,97,30,8,18,155
4,33,29,62,73,201
47,64,70,54,27,262
14,51,22,80,7,174
8,39,1,73,79,200
93,91,78,84,81,427
12,90,78,32,92,304
19,85,69,41,42,256
73,11,69,16,94,263
56,97,14,7,75,249
93,33,46,57,89,318
90,21,11,99,97,318
17,36,17,76,58,204
16,14,9,57,50,146
5,41,17,39,82,184
17,85,97,38,40,277
44,25,51,62,52,234
49,56,16,92,94,307
57,93,88,68,83,389
92,50,44,76,88,350
18,27,66,15,11,137
66,31,72,67,7,243
56,48,48,80,22,254
16,6,16,60,16,114
49,29,57,42,82,259
66,16,46,52,90,270
55,81,89,98,44,367
59,52,74,9,98,292
25,86,91,87,73,362
37,70,42,4,44,197
74,43,49,77,96,339
85,61,87,51,94,378
58,30,20,33,35,176
39,91,88,11,1,230
80,23,48,72,76,299
54,93,74,96,41,358
74,33,94,74,34,309
89,58,99,32,18,296
92,7,13,68,67,247
3,57,61,45,73,239
28,98,50,3,3,182
78,20,94,62,86,340
25,78,71,48,61,283
25,75,9,43,58,210
96,58,78,84,75,391
89,55,55,54,22,275
27,70,41,16,9,163
93,73,7,52,23,248
69,94,55,39,29,286
66,32,54,71,76,299
53,25,99,67,84,328
65,53,45,5,57,225
18,46,88,94,5,251
46,61,28,54,62,251
7,45,20,22,4,98
74,16,89,40,73,292
8,46,66,64,67,251
95,9,61,83,27,275
5,22,54,84,6,171
14,78,60,94,65,311
3,19,56,65,87,230
79,16,36,97,19,247
16,64,96,64,48,288
54,26,96,59,68,303
46,49,16,80,93,284
57,31,14,25,73,200
54,61,88,20,38,261
8,5,68,40,5,126
30,73,78,66,87,334
20,94,81,51,82,328
53,99,90,11,20,273
50,16,41,19,21,147
62,27,48,27,36,200
27,73,50,79,62,291
94,58,39,35,84,310
71,61,21,44,35,232
21,46,7,18,21,113
18,12,73,30,48,181
45,28,16,52,9,150
43,8,95,46,81,273
99,84,25,70,44,322
95,41,29,24,11,200
58,78,22,34,37,229
60,14,28,97,64,263
6,21,92,38,57,214
36,7,86,31,43,203
88,68,40,52,41,289
88,55,87,55,82,367
93,9,80,37,82,301
39,44,83,87,96,349
37,18,1,67,47,170
84,7,32,52,72,247
74,16,16,14,51,171
83,49,97,80,90,399
51,39,65,66,66,287
52,32,6,16,38,144
91,41,6,15,4,157
18,39,83,93,45,278
99,76,59,9,74,317
54,59,43,77,63,296
25,89,10,92,54,270
89,74,37,20,42,262
54,98,70,61,15,298
49,80,20,7,61,217
19,36,96,45,60,256
28,96,99,14,50,287
3,36,13,58,81,191
64,100,34,53,44,295
58,55,12,7,61,193
61,95,46,46,28,276
67,87,64,43,26,287
14,12,71,32,99,228
63,10,2,46,42,163
61,42,78,25,70,276
64,9,48,66,10,197
47,3,87,33,75,245
49,42,78,73,30,272
39,50,29,76,59,253
84,24,76,29,94,307
13,100,62,89,2,266
80,54,23,37,45,239
22,44,80,6,40,192
29,90,33,95,65,312
86,57,54,18,97,312
55,16,11,4,18,104
4,52,97,40,60,253
41,56,62,31,34,224
43,43,85,98,28,297
67,98,8,22,35,230
38,96,39,42,83,298
19,68,1,93,58,239
24,91,18,100,32,265
47,83,79,46,93,348
36,54,15,19,95,219
18,10,68,3,14,113
85,76,22,64,81,328
80,84,92,13,43,312
63,13,5,79,70,230
3,82,60,32,88,265
58,60,61,88,99,366
96,21,67,97,88,369
74,81,6,37,64,262
19,10,52,70,74,225
73,2,84,42,75,276
81,96,46,94,3,320
76,94,87,100,52,409
66,69,42,85,52,314
35,41,38,4,54,172
38,3,17,5,29,92
72,64,71,69,92,368
65,26,23,56,69,239
87,79,36,77,93,372
12,3,57,2,17,91
95,33,76,55,72,331
50,79,16,51,31,227
59,76,76,79,6,296
2,12,32,62,8,116
7,96,100,42,35,280
76,50,39,31,91,287
16,18,93,39,15,181
23,17,55,6,60,161
3,69,76,68,44,260
49,46,90,85,48,318
52,30,92,56,44,274
31,72,19,43,10,175
9,49,92,39,34,223
65,78,77,82,84,386
78,46,68,63,95,350
35,13,91,40,21,200
43,27,48,81,85,284
22,48,11,27,77,185
25,15,30,29,24,123
34,45,5,34,71,189
45,19,86,64,71,285
79,10,47,28,89,253
7,21,76,5,27,136
19,82,17,85,71,274
33,19,60,48,83,243
88,41,95,82,11,317
17,6,65,56,4,148
30,75,42,39,89,275
7,60,55,38,65,225
2,94,48,22,38,204
59,15,43,7,99,223
70,54,87,52,40,303
7,69,16,46,92,230
9,63,94,45,58,269
25,19,44,71,63,222
79,99,74,95,4,351
12,89,53,75,78,307
25,90,6,26,9,156
65,62,5,79,11,222
56,2,10,69,6,143
40,34,75,50,69,268
7,52,53,75,25,212
4,32,20,14,80,150
88,60,11,21,56,236
57,48,62,13,81,261
81,97,31,77,27,313
75,21,85,41,64,286
41,20,12,41,82,196
44,48,13,48,55,208
69,42,92,45,47,295
48,71,68,83,28,298
41,97,67,12,85,302
68,88,76,45,42,319
40,8,67,32,76,223
55,42,99,98,36,330
78,18,71,80,41,288
71,19,35,72,5,202
62,46,4,99,85,296
88,56,31,90,63,328
94,3,38,10,51,196
32,2,14,45,2,95
67,70,27,45,29,238
85,7,45,76,68,281
7,92,59,33,70,261
21,12,70,98,66,267
78,43,34,85,84,324
50,29,48,22,81,230
55,4,51,62,42,214
89,17,27,42,71,246
82,86,34,77,9,288
70,32,54,65,25,246
8,32,37,89,73,239
27,93,98,2,94,314
88,24,62,53,45,272
92,76,22,19,50,259
73,97,38,43,38,289
61,38,74,68,4,245
45,71,84,78,71,349
69,9,19,26,47,170
20,36,89,48,95,288
68,63,34,16,64,245
31,19,61,95,65,271
20,3,35,4,42,104
68,86,13,77,73,317
69,81,78,73,46,347
31,34,49,82,66,262
57,44,38,42,10,191
2,36,33,44,74,189
14,15,68,82,31,210
44,18,92,49,77,280
15,45,43,2,63,168
57,1,61,46,37,202
90,50,32,95,60,327
33,12,87,91,53,276
85,48,9,8,87,237
84,17,96,35,34,266
35,27,60,68,89,279
95,53,10,16,2,176
83,39,42,31,90,285
80,19,78,21,82,280
54,81,87,55,75,352
80,59,68,55,95,357
28,71,10,35,7,151
38,29,8,17,50,142
48,26,21,37,95,227
78,5,21,46,27,177
82,100,29,77,36,324
34,49,58,12,72,225
51,99,22,8,62,242
64,73,45,80,51,313
45,48,11,60,96,260
51,31,48,17,33,180
40,71,81,25,90,307
55,50,30,91,43,269
54,56,13,14,46,183
28,98,12,49,52,239
8,78,32,20,59,197
22,95,86,31,100,334
75,78,7,41,6,207
23,98,69,66,33,289
9,59,92,65,22,247
90,78,93,32,58,351
3,30,98,56,74,261
46,99,41,97,57,340
85,92,57,88,17,339
73,93,96,35,8,305
68,14,55,99,22,258
58,40,93,82,98,371
88,79,82,77,62,388
6,92,82,73,40,293
42,36,7,48,92,225
42,58,91,81,64,336
99,24,88,86,71,368
27,27,20,40,54,168
55,13,2,94,23,187
83,96,14,7,80,280
53,55,4,45,85,242
52,35,33,80,2,202
92,89,64,72,35,352
15,46,28,10,99,198
91,33,33,47,34,238
21,8,86,31,95,241
14,4,49,92,31,190
68,72,38,78,12,268
74,1,75,98,36,284
90,97,97,44,19,347
23,29,46,91,9,198
15,7,91,32,84,229
43,96,58,26,71,294
17,76,41,80,8,222
97,94,2,93,3,289
82,8,82,38,31,241
83,7,46,35,59,230
37,12,2,60,76,187
40,61,20,25,75,221
5,38,94,85,36,258
1,31,58,89,66,245
68,83,58,2,59,270
7,39,17,63,72,198
11,65,59,34,61,230
25,55,61,96,98,335
2,54,22,58,67,203
83,43,79,74,94,373
97,94,60,86,53,390
2,6,71,81,68,228
63,62,70,30,51,276
34,85,28,71,60,278
88,94,41,82,24,329
79,93,94,11,77,354
13,73,44,48,97,275
65,3,50,51,41,210
42,93,6,17,99,257
9,40,57,16,21,143
45,86,68,89,83,371
63,23,86,52,12,236
69,59,69,62,4,263
89,92,43,100,22,346
73,35,24,76,41,249
59,70,24,65,97,315
89,22,20,79,15,225
9,1,2,27,97,136
19,2,4,47,71,143
46,10,63,53,55,227
9,29,17,22,61,138
77,20,52,90,1,240
98,23,49,55,66,291
56,85,82,63,49,335
44,75,87,53,68,327
34,38,97,34,38,241
97,40,95,45,55,332
22,22,13,70,84,211
31,80,74,40,16,241
75,65,39,75,28,282
63,85,15,14,39,216
22,14,43,29,4,112
85,41,1,60,56,243
85,70,4,42,72,273
50,53,24,58,64,249
16,48,64,64,11,203
91,100,46,63,7,307
46,49,24,4,25,148
65,46,21,83,8,223
21,47,40,62,52,222
24,54,40,54,1,173
14,93,65,81,3,256
80,45,64,70,75,334
56,3,90,91,31,271
10,87,66,2,95,260
74,42,100,92,79,387
71,34,62,78,71,316
51,10,20,45,18,144
56,81,20,54,24,235
97,39,35,28,94,293
41,85,78,63,27,294
61,87,17,57,77,299
59,66,92,17,33,267
35,45,82,8,42,212
74,20,85,80,25,284
94,38,10,51,23,216
81,98,3,85,100,367
81,42,3,73,82,281
57,83,25,70,92,327
98,42,22,1,31,194
94,42,97,83,43,359
40,75,83,71,93,362
98,17,12,26,10,163
95,99,1,91,92,378
86,53,49,31,41,260
64,87,22,12,26,211
74,15,42,42,77,250
12,67,16,60,44,199
90,55,34,59,31,269
34,35,85,23,41,218
77,90,2,82,16,267
62,71,42,81,35,291
90,89,18,64,48,309
93,64,98,35,90,380
25,69,48,62,54,258
74,18,17,74,74,257
46,91,42,48,70,297
50,79,29,50,13,221
2,54,30,35,43,164
24,10,39,21,57,151
68,4,78,38,1,189
48,63,10,35,54,210
16,33,24,91,72,236
2,85,32,78,35,232
30,34,69,58,99,290
23,35,33,31,90,212
68,48,8,41,90,255
59,7,95,16,25,202
86,77,75,97,7,342
49,83,39,3,74,248
15,60,65,71,96,307
53,50,62,34,24,223
93,79,27,36,56,291
37,6,13,50,31,137
24,39,41,39,97,240
33,18,80,39,24,194
71,12,41,1,1,126
85,49,51,18,12,215
7,94,89,90,31,311
90,22,29,88,36,265
13,20,38,4,3,78
76,59,48,82,9,274
86,94,64,62,67,373
25,45,59,86,20,235
29,57,85,14,61,246
42,90,86,46,52,316
21,15,16,88,67,207
19,67,20,4,97,207
74,21,79,44,9,227
36,77,76,93,62,344
95,21,69,83,22,290
12,60,28,26,61,187
92,60,96,60,97,405
22,93,19,94,40,268
28,63,76,83,30,280
22,51,53,78,83,287
50,13,32,78,88,261
26,41,45,36,81,229
17,12,68,85,40,222
19,31,43,42,51,186
27,82,80,37,76,302
70,39,70,39,35,253
30,100,24,70,57,281
90,16,20,50,36,212
